Linux 4.20.0+ (eternitystorage) 	01/14/24 	_x86_64_	(32 CPU)

20:55:40     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
20:55:41     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:55:42     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:55:43     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:55:44     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:55:45     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:55:46     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:55:47     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:55:48     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:55:49     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:55:50     all    0.09    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00   99.81
20:55:51     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:55:52     all    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:55:53     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:55:54     all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
20:55:55     all    0.00    0.00    1.00    0.00    0.00    0.06    0.00    0.00    0.00   98.93
20:55:56     all    0.00    0.00    1.98    0.00    0.00    0.19    0.00    0.00    0.00   97.83
20:55:57     all    0.00    0.00    2.51    0.00    0.00    0.19    0.00    0.00    0.00   97.30
20:55:58     all    0.00    0.00    2.29    0.00    0.00    0.19    0.00    0.00    0.00   97.52
20:55:59     all    0.00    0.00    2.17    0.00    0.00    0.19    0.00    0.00    0.00   97.64
20:56:00     all    0.06    0.00    2.48    0.00    0.00    0.16    0.00    0.00    0.00   97.30
20:56:01     all    0.44    0.00    2.70    0.00    0.00    0.19    0.00    0.00    0.00   96.68
20:56:02     all    0.00    0.00    2.26    0.00    0.00    0.16    0.00    0.00    0.00   97.58
20:56:03     all    0.00    0.00    2.33    0.00    0.00    0.09    0.00    0.00    0.00   97.58
20:56:04     all    0.00    0.00    2.36    0.00    0.00    0.09    0.00    0.00    0.00   97.55
20:56:05     all    0.00    0.00    2.23    0.00    0.00    0.06    0.00    0.00    0.00   97.70
20:56:06     all    0.00    0.00    1.96    0.00    0.00    0.09    0.00    0.00    0.00   97.95
20:56:07     all    0.03    0.00    2.54    0.00    0.00    0.09    0.00    0.00    0.00   97.34
20:56:08     all    0.00    0.00    2.29    0.00    0.00    0.09    0.00    0.00    0.00   97.61
20:56:09     all    0.00    0.00    2.14    0.00    0.00    0.09    0.00    0.00    0.00   97.76
20:56:10     all    0.06    0.00    2.20    0.00    0.00    0.13    0.00    0.00    0.00   97.61
20:56:11     all    0.00    0.00    2.42    0.00    0.00    0.16    0.00    0.00    0.00   97.43
20:56:12     all    0.00    0.00    2.36    0.00    0.00    0.09    0.00    0.00    0.00   97.55
20:56:13     all    0.03    0.00    2.14    0.00    0.00    0.13    0.00    0.00    0.00   97.70
20:56:14     all    0.00    0.00    2.26    0.00    0.00    0.13    0.00    0.00    0.00   97.61
20:56:15     all    0.00    0.00    2.30    0.00    0.00    0.09    0.00    0.00    0.00   97.61
20:56:16     all    0.00    0.00    2.11    0.00    0.00    0.06    0.00    0.00    0.00   97.83
20:56:17     all    0.00    0.00    2.14    0.00    0.00    0.13    0.00    0.00    0.00   97.73
20:56:18     all    0.00    0.00    2.11    0.00    0.00    0.09    0.00    0.00    0.00   97.80
20:56:19     all    0.00    0.00    2.26    0.00    0.00    0.19    0.00    0.00    0.00   97.55
20:56:20     all    0.09    0.00    2.26    0.00    0.00    0.22    0.00    0.00    0.00   97.42
20:56:21     all    0.00    0.00    2.11    0.00    0.00    0.16    0.00    0.00    0.00   97.73
20:56:22     all    0.00    0.00    2.11    0.00    0.00    0.19    0.00    0.00    0.00   97.70
