Linux 4.20.0+ (eternitystorage) 	01/15/24 	_x86_64_	(32 CPU)

19:24:36     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19:24:37     all    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.97
19:24:38     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
19:24:39     all    0.00    0.00    0.44    0.00    0.00    0.03    0.00    0.00    0.00   99.53
19:24:40     all    0.09    0.00    0.94    0.00    0.00    0.03    0.00    0.00    0.00   98.94
19:24:41     all    0.00    0.00    0.44    0.00    0.00    0.03    0.00    0.00    0.00   99.53
19:24:42     all    0.00    0.00    0.69    0.00    0.00    0.00    0.00    0.00    0.00   99.31
19:24:43     all    0.00    0.00    0.09    0.00    0.00    0.03    0.00    0.00    0.00   99.88
19:24:44     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:24:45     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:24:46     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:24:47     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:24:48     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:24:49     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:24:50     all    0.12    0.00    0.06    0.00    0.00    0.03    0.00    0.00    0.00   99.78
19:24:51     all    0.03    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.94
19:24:52     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:24:53     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:24:54     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
19:24:55     all    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.97
19:24:56     all    0.00    0.00    0.31    0.00    0.00    0.00    0.00    0.00    0.00   99.69
19:24:57     all    0.00    0.00    0.88    0.00    0.00    0.00    0.00    0.00    0.00   99.12
19:24:58     all    0.00    0.00    1.54    0.00    0.00    0.09    0.00    0.00    0.00   98.36
19:24:59     all    0.00    0.00    3.11    0.00    0.00    0.22    0.00    0.00    0.00   96.67
19:25:00     all    0.09    0.00    3.21    0.00    0.00    0.38    0.00    0.00    0.00   96.31
19:25:01     all    0.28    0.00    3.64    0.00    0.00    0.25    0.00    0.00    0.00   95.83
19:25:02     all    0.00    0.00    3.61    0.00    0.00    0.19    0.00    0.00    0.00   96.20
19:25:03     all    0.00    0.00    3.12    0.00    0.00    0.16    0.00    0.00    0.00   96.72
19:25:04     all    0.00    0.00    3.64    0.00    0.00    0.28    0.00    0.00    0.00   96.08
