Linux 4.20.0+ (eternitystorage) 	01/14/24 	_x86_64_	(32 CPU)

21:33:41     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
21:33:42     all    0.00    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.00   99.94
21:33:43     all    0.00    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.00   99.94
21:33:44     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
21:33:45     all    0.03    0.00    1.28    0.00    0.00    0.25    0.00    0.00    0.00   98.43
21:33:46     all    0.00    0.00    2.68    0.00    0.00    0.63    0.00    0.00    0.00   96.69
21:33:47     all    0.00    0.00    5.89    0.00    0.00    1.46    0.00    0.00    0.00   92.66
21:33:48     all    0.00    0.00    8.07    0.00    0.00    1.40    0.00    0.00    0.00   90.53
21:33:49     all    0.00    0.00    8.77    0.00    0.00    1.66    0.00    0.00    0.00   89.57
21:33:50     all    0.06    0.00    9.34    0.00    0.00    1.43    0.00    0.00    0.00   89.17
21:33:51     all    0.00    0.00   10.34    0.00    0.00    1.71    0.00    0.00    0.00   87.94
21:33:52     all    0.00    0.00   10.02    0.00    0.00    1.78    0.00    0.00    0.00   88.20
21:33:53     all    0.00    0.00    9.73    0.00    0.00    1.91    0.00    0.00    0.00   88.35
21:33:54     all    0.13    0.00   10.16    0.00    0.00    1.52    0.00    0.00    0.00   88.19
21:33:55     all    0.00    0.00   10.33    0.00    0.00    1.89    0.00    0.00    0.00   87.78
21:33:56     all    0.00    0.00    9.24    0.00    0.00    1.96    0.00    0.00    0.00   88.80
21:33:57     all    0.00    0.00   10.71    0.00    0.00    1.51    0.00    0.00    0.00   87.78
21:33:58     all    0.00    0.00    9.76    0.00    0.00    1.37    0.00    0.00    0.00   88.87
21:33:59     all    0.00    0.00   10.57    0.00    0.00    1.27    0.00    0.00    0.00   88.16
21:34:00     all    0.35    0.00    9.59    0.00    0.00    1.37    0.00    0.00    0.00   88.69
21:34:01     all    0.00    0.00    9.61    0.00    0.00    1.43    0.00    0.00    0.00   88.97
21:34:02     all    0.00    0.00    8.51    0.00    0.00    1.09    0.00    0.00    0.00   90.40
21:34:03     all    0.03    0.00    9.37    0.00    0.00    1.57    0.00    0.00    0.00   89.03
21:34:04     all    0.03    0.00    9.93    0.00    0.00    1.34    0.00    0.00    0.00   88.70
21:34:05     all    0.00    0.00    8.84    0.00    0.00    1.15    0.00    0.00    0.00   90.02
21:34:06     all    0.00    0.00    9.61    0.00    0.00    1.30    0.00    0.00    0.00   89.09
21:34:07     all    0.00    0.00    9.70    0.00    0.00    1.18    0.00    0.00    0.00   89.12
21:34:08     all    0.00    0.00   10.22    0.00    0.00    1.15    0.00    0.00    0.00   88.63
21:34:09     all    0.00    0.00    9.83    0.00    0.00    1.05    0.00    0.00    0.00   89.13
21:34:10     all    0.06    0.00   10.07    0.00    0.00    1.30    0.00    0.00    0.00   88.56
21:34:11     all    0.00    0.00    9.31    0.00    0.00    1.21    0.00    0.00    0.00   89.48
21:34:12     all    0.00    0.00    9.22    0.00    0.00    1.53    0.00    0.00    0.00   89.25
21:34:13     all    0.03    0.00    8.93    0.00    0.00    1.53    0.00    0.00    0.00   89.51
21:34:14     all    0.03    0.00    8.44    0.00    0.00    1.05    0.00    0.00    0.00   90.48
21:34:15     all    0.00    0.00    9.47    0.00    0.00    1.05    0.00    0.00    0.00   89.48
21:34:16     all    0.00    0.00   10.00    0.00    0.00    1.47    0.00    0.00    0.00   88.53
21:34:17     all    0.00    0.00   10.34    0.00    0.00    1.07    0.00    0.00    0.00   88.59
21:34:18     all    0.00    0.00    8.99    0.00    0.00    1.18    0.00    0.00    0.00   89.83
21:34:19     all    0.00    0.00    9.74    0.00    0.00    1.14    0.00    0.00    0.00   89.11
21:34:20     all    0.06    0.00    9.56    0.00    0.00    1.18    0.00    0.00    0.00   89.19
21:34:21     all    0.00    0.00    9.47    0.00    0.00    1.31    0.00    0.00    0.00   89.22
21:34:22     all    0.03    0.00   10.11    0.00    0.00    1.43    0.00    0.00    0.00   88.43
21:34:23     all    0.03    0.00    9.73    0.00    0.00    1.21    0.00    0.00    0.00   89.03
21:34:24     all    0.03    0.00    9.05    0.00    0.00    0.90    0.00    0.00    0.00   90.03
21:34:25     all    0.00    0.00   10.13    0.00    0.00    1.14    0.00    0.00    0.00   88.74
21:34:26     all    0.00    0.00   10.15    0.00    0.00    1.07    0.00    0.00    0.00   88.78
21:34:27     all    0.00    0.00    9.67    0.00    0.00    1.11    0.00    0.00    0.00   89.21
21:34:28     all    0.00    0.00   10.44    0.00    0.00    1.30    0.00    0.00    0.00   88.26
21:34:29     all    0.00    0.00    8.93    0.00    0.00    1.21    0.00    0.00    0.00   89.86
21:34:30     all    0.06    0.00    9.63    0.00    0.00    1.16    0.00    0.00    0.00   89.15
21:34:31     all    0.00    0.00    8.46    0.00    0.00    1.08    0.00    0.00    0.00   90.46
21:34:32     all    0.00    0.00    8.37    0.00    0.00    1.18    0.00    0.00    0.00   90.45
21:34:33     all    0.00    0.00    9.11    0.00    0.00    1.45    0.00    0.00    0.00   89.45
21:34:34     all    0.00    0.00    8.72    0.00    0.00    1.30    0.00    0.00    0.00   89.98
21:34:35     all    0.00    0.00    9.30    0.00    0.00    1.42    0.00    0.00    0.00   89.28
21:34:36     all    0.00    0.00    9.76    0.00    0.00    1.17    0.00    0.00    0.00   89.07
21:34:37     all    0.00    0.00    8.64    0.00    0.00    1.12    0.00    0.00    0.00   90.25
21:34:38     all    0.00    0.00    8.11    0.00    0.00    1.18    0.00    0.00    0.00   90.71
21:34:39     all    0.00    0.00    8.37    0.00    0.00    0.96    0.00    0.00    0.00   90.67
21:34:40     all    0.06    0.00    8.56    0.00    0.00    1.30    0.00    0.00    0.00   90.08
21:34:41     all    0.00    0.00    7.59    0.00    0.00    1.03    0.00    0.00    0.00   91.38
21:34:42     all    0.00    0.00    8.51    0.00    0.00    1.18    0.00    0.00    0.00   90.31
21:34:43     all    0.00    0.00    8.52    0.00    0.00    1.18    0.00    0.00    0.00   90.30
21:34:44     all    0.03    0.00    8.28    0.00    0.00    1.02    0.00    0.00    0.00   90.67
21:34:45     all    0.00    0.00    8.27    0.00    0.00    0.89    0.00    0.00    0.00   90.83
21:34:46     all    0.00    0.00    8.52    0.00    0.00    1.11    0.00    0.00    0.00   90.36
21:34:47     all    0.00    0.00    8.05    0.00    0.00    0.89    0.00    0.00    0.00   91.06
21:34:48     all    0.00    0.00    7.40    0.00    0.00    1.05    0.00    0.00    0.00   91.55
21:34:49     all    0.00    0.00    7.81    0.00    0.00    1.15    0.00    0.00    0.00   91.05
