Linux 4.20.0+ (eternitystorage) 	01/16/24 	_x86_64_	(32 CPU)

02:08:06     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:08:07     all    0.00    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.00   99.94
02:08:08     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:08:09     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:08:10     all    0.09    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00   99.81
02:08:11     all    0.00    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   99.25
02:08:12     all    0.00    0.00    1.38    0.00    0.00    0.13    0.00    0.00    0.00   98.50
02:08:13     all    0.00    0.00    2.36    0.00    0.00    0.03    0.00    0.00    0.00   97.61
02:08:14     all    0.00    0.00    3.25    0.00    0.00    0.28    0.00    0.00    0.00   96.47
02:08:15     all    0.00    0.00    3.78    0.00    0.00    0.31    0.00    0.00    0.00   95.91
02:08:16     all    0.00    0.00    4.28    0.00    0.00    0.28    0.00    0.00    0.00   95.44
02:08:17     all    0.03    0.00    3.92    0.00    0.00    0.32    0.00    0.00    0.00   95.74
02:08:18     all    0.03    0.00    4.31    0.00    0.00    0.28    0.00    0.00    0.00   95.38
02:08:19     all    0.00    0.00    4.46    0.00    0.00    0.19    0.00    0.00    0.00   95.35
02:08:20     all    0.06    0.00    4.22    0.00    0.00    0.38    0.00    0.00    0.00   95.34
02:08:21     all    0.00    0.00    4.24    0.00    0.00    0.56    0.00    0.00    0.00   95.20
02:08:22     all    0.00    0.00    3.96    0.00    0.00    0.57    0.00    0.00    0.00   95.47
02:08:23     all    0.00    0.00    4.15    0.00    0.00    0.50    0.00    0.00    0.00   95.35
02:08:24     all    0.00    0.00    4.15    0.00    0.00    0.60    0.00    0.00    0.00   95.26
02:08:25     all    0.00    0.00    4.10    0.00    0.00    0.22    0.00    0.00    0.00   95.68
02:08:26     all    0.00    0.00    4.13    0.00    0.00    0.19    0.00    0.00    0.00   95.69
02:08:27     all    0.03    0.00    3.76    0.00    0.00    0.38    0.00    0.00    0.00   95.83
02:08:28     all    0.19    0.00    4.09    0.00    0.00    0.25    0.00    0.00    0.00   95.47
02:08:29     all    0.00    0.00    3.92    0.00    0.00    0.22    0.00    0.00    0.00   95.86
02:08:30     all    0.06    0.00    4.40    0.00    0.00    0.28    0.00    0.00    0.00   95.26
02:08:31     all    0.00    0.00    3.82    0.00    0.00    0.25    0.00    0.00    0.00   95.93
02:08:32     all    0.00    0.00    3.85    0.00    0.00    0.35    0.00    0.00    0.00   95.80
02:08:33     all    0.00    0.00    3.98    0.00    0.00    0.22    0.00    0.00    0.00   95.80
02:08:34     all    0.00    0.00    4.21    0.00    0.00    0.25    0.00    0.00    0.00   95.54
02:08:35     all    0.00    0.00    4.24    0.00    0.00    0.38    0.00    0.00    0.00   95.38
02:08:36     all    0.00    0.00    4.12    0.00    0.00    0.41    0.00    0.00    0.00   95.47
02:08:37     all    0.00    0.00    4.22    0.00    0.00    0.28    0.00    0.00    0.00   95.50
02:08:38     all    0.00    0.00    3.88    0.00    0.00    0.35    0.00    0.00    0.00   95.77
02:08:39     all    0.00    0.00    3.98    0.00    0.00    0.16    0.00    0.00    0.00   95.86
02:08:40     all    0.06    0.00    4.28    0.00    0.00    0.38    0.00    0.00    0.00   95.28
02:08:41     all    0.00    0.00    4.15    0.00    0.00    0.31    0.00    0.00    0.00   95.53
02:08:42     all    0.00    0.00    3.97    0.00    0.00    0.32    0.00    0.00    0.00   95.71
02:08:43     all    0.00    0.00    4.00    0.00    0.00    0.32    0.00    0.00    0.00   95.68
02:08:44     all    0.03    0.00    4.15    0.00    0.00    0.38    0.00    0.00    0.00   95.44
02:08:45     all    0.00    0.00    4.10    0.00    0.00    0.25    0.00    0.00    0.00   95.65
02:08:46     all    0.00    0.00    4.12    0.00    0.00    0.35    0.00    0.00    0.00   95.53
02:08:47     all    0.03    0.00    4.09    0.00    0.00    0.28    0.00    0.00    0.00   95.59
02:08:48     all    0.00    0.00    3.72    0.00    0.00    0.41    0.00    0.00    0.00   95.86
02:08:49     all    0.00    0.00    4.12    0.00    0.00    0.31    0.00    0.00    0.00   95.56
02:08:50     all    0.09    0.00    4.04    0.00    0.00    0.32    0.00    0.00    0.00   95.55
02:08:51     all    0.00    0.00    3.67    0.00    0.00    0.25    0.00    0.00    0.00   96.08
02:08:52     all    0.00    0.00    3.94    0.00    0.00    0.19    0.00    0.00    0.00   95.87
02:08:53     all    0.03    0.00    3.97    0.00    0.00    0.22    0.00    0.00    0.00   95.78
02:08:54     all    0.00    0.00    4.12    0.00    0.00    0.25    0.00    0.00    0.00   95.62
02:08:55     all    0.00    0.00    4.12    0.00    0.00    0.25    0.00    0.00    0.00   95.63
02:08:56     all    0.00    0.00    4.28    0.00    0.00    0.22    0.00    0.00    0.00   95.50
02:08:57     all    0.00    0.00    3.94    0.00    0.00    0.25    0.00    0.00    0.00   95.80
02:08:58     all    0.00    0.00    3.94    0.00    0.00    0.25    0.00    0.00    0.00   95.81
02:08:59     all    0.00    0.00    4.43    0.00    0.00    0.25    0.00    0.00    0.00   95.32
02:09:00     all    0.60    0.00    4.61    0.00    0.00    0.41    0.00    0.00    0.00   94.39
02:09:01     all    0.00    0.00    3.75    0.00    0.00    0.38    0.00    0.00    0.00   95.87
02:09:02     all    0.00    0.00    3.84    0.00    0.00    0.25    0.00    0.00    0.00   95.90
02:09:03     all    0.00    0.00    4.17    0.00    0.00    0.38    0.00    0.00    0.00   95.45
02:09:04     all    0.00    0.00    4.03    0.00    0.00    0.28    0.00    0.00    0.00   95.68
02:09:05     all    0.00    0.00    4.22    0.00    0.00    0.25    0.00    0.00    0.00   95.53
02:09:06     all    0.00    0.00    3.97    0.00    0.00    0.41    0.00    0.00    0.00   95.62
02:09:07     all    0.03    0.00    4.28    0.00    0.00    0.19    0.00    0.00    0.00   95.50
02:09:08     all    0.00    0.00    3.94    0.00    0.00    0.32    0.00    0.00    0.00   95.74
02:09:09     all    0.00    0.00    4.13    0.00    0.00    0.28    0.00    0.00    0.00   95.59
02:09:10     all    0.06    0.00    4.28    0.00    0.00    0.25    0.00    0.00    0.00   95.40
02:09:11     all    0.00    0.00    4.01    0.00    0.00    0.28    0.00    0.00    0.00   95.71
