Linux 4.20.0+ (eternitystorage) 	01/13/24 	_x86_64_	(32 CPU)

20:42:01     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
20:42:02     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:42:03     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:04     all    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:42:05     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:42:06     all    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:42:07     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:08     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:09     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:10     all    0.09    0.00    0.06    0.00    0.00    0.09    0.00    0.00    0.00   99.75
20:42:11     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:42:12     all    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:42:13     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:14     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:15     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:42:16     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:17     all    0.00    0.00    0.38    0.00    0.00    0.03    0.00    0.00    0.00   99.59
20:42:18     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:42:19     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:20     all    0.09    0.00    0.09    0.00    0.00    0.06    0.00    0.00    0.00   99.75
20:42:21     all    0.00    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.00   99.94
20:42:22     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:23     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:24     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:25     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:26     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:27     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:28     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:29     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:30     all    0.09    0.00    0.06    0.00    0.00    0.09    0.00    0.00    0.00   99.75
20:42:31     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:42:32     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
20:42:33     all    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.97
20:42:34     all    0.00    0.00    0.47    0.00    0.00    0.00    0.00    0.00    0.00   99.53
20:42:35     all    0.00    0.00    0.59    0.00    0.00    0.00    0.00    0.00    0.00   99.41
20:42:36     all    0.00    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   99.25
20:42:37     all    0.00    0.00    0.56    0.00    0.00    0.03    0.00    0.00    0.00   99.41
20:42:38     all    0.00    0.00    0.63    0.00    0.00    0.00    0.00    0.00    0.00   99.37
20:42:39     all    0.00    0.00    0.56    0.00    0.00    0.00    0.00    0.00    0.00   99.44
20:42:40     all    0.09    0.00    0.47    0.00    0.00    0.00    0.00    0.00    0.00   99.44
20:42:41     all    0.00    0.00    0.78    0.00    0.00    0.03    0.00    0.00    0.00   99.19
20:42:42     all    0.00    0.00    0.63    0.00    0.00    0.00    0.00    0.00    0.00   99.37
20:42:43     all    0.00    0.00    0.56    0.00    0.00    0.00    0.00    0.00    0.00   99.44
20:42:44     all    0.00    0.00    0.56    0.00    0.00    0.00    0.00    0.00    0.00   99.44
20:42:45     all    0.00    0.00    0.63    0.00    0.00    0.00    0.00    0.00    0.00   99.37
20:42:46     all    0.00    0.00    0.53    0.00    0.00    0.00    0.00    0.00    0.00   99.47
20:42:47     all    0.34    0.00    0.53    0.00    0.00    0.00    0.00    0.00    0.00   99.12
20:42:48     all    0.00    0.00    0.63    0.00    0.00    0.03    0.00    0.00    0.00   99.34
20:42:49     all    0.00    0.00    0.44    0.00    0.00    0.00    0.00    0.00    0.00   99.56
20:42:50     all    0.06    0.00    0.63    0.00    0.00    0.03    0.00    0.00    0.00   99.28
20:42:51     all    0.03    0.00    0.38    0.00    0.00    0.00    0.00    0.00    0.00   99.59
20:42:52     all    0.00    0.00    0.44    0.00    0.00    0.03    0.00    0.00    0.00   99.53
20:42:53     all    0.00    0.00    0.59    0.00    0.00    0.00    0.00    0.00    0.00   99.41
20:42:54     all    0.00    0.00    0.44    0.00    0.00    0.00    0.00    0.00    0.00   99.56
20:42:55     all    0.00    0.00    0.59    0.00    0.00    0.00    0.00    0.00    0.00   99.41
20:42:56     all    0.00    0.00    0.53    0.00    0.00    0.00    0.00    0.00    0.00   99.47
20:42:57     all    0.00    0.00    0.44    0.00    0.00    0.00    0.00    0.00    0.00   99.56
