Linux 4.20.0+ (eternitystorage) 	01/14/24 	_x86_64_	(32 CPU)

00:43:59     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
00:44:00     all    0.22    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00   99.69
00:44:01     all    0.13    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.84
00:44:02     all    0.03    0.00    0.22    0.00    0.00    0.00    0.00    0.00    0.00   99.75
00:44:03     all    0.00    0.00    0.22    0.00    0.00    0.00    0.00    0.00    0.00   99.78
00:44:04     all    0.03    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.94
00:44:05     all    0.00    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00   99.91
00:44:06     all    0.00    0.00    0.22    0.00    0.00    0.00    0.00    0.00    0.00   99.78
00:44:07     all    0.00    0.00    0.28    0.00    0.00    0.00    0.00    0.00    0.00   99.72
00:44:08     all    0.00    0.00    0.59    0.00    0.00    0.03    0.00    0.00    0.00   99.38
00:44:09     all    0.00    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00   99.91
00:44:10     all    0.06    0.00    0.16    0.00    0.00    0.00    0.00    0.00    0.00   99.78
00:44:11     all    0.00    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00   99.91
00:44:12     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:44:13     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:44:14     all    0.03    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.94
00:44:15     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
00:44:16     all    0.03    0.00    0.16    0.00    0.00    0.00    0.00    0.00    0.00   99.81
00:44:17     all    0.00    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00   99.91
00:44:18     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
00:44:19     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:44:20     all    0.06    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00   99.84
00:44:21     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
00:44:22     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
00:44:23     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
00:44:24     all    0.00    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.00   99.94
00:44:25     all    0.00    0.00    0.41    0.00    0.00    0.13    0.00    0.00    0.00   99.47
00:44:26     all    0.06    0.00    1.99    0.00    0.00    0.50    0.00    0.00    0.00   97.45
00:44:27     all    0.00    0.00    2.95    0.00    0.00    0.41    0.00    0.00    0.00   96.64
00:44:28     all    0.00    0.00    2.98    0.00    0.00    0.57    0.00    0.00    0.00   96.45
00:44:29     all    0.00    0.00    2.68    0.00    0.00    0.32    0.00    0.00    0.00   97.01
00:44:30     all    0.06    0.00    3.27    0.00    0.00    0.53    0.00    0.00    0.00   96.13
00:44:31     all    0.00    0.00    3.47    0.00    0.00    0.76    0.00    0.00    0.00   95.78
00:44:32     all    0.00    0.00    4.70    0.00    0.00    0.73    0.00    0.00    0.00   94.57
00:44:33     all    0.00    0.00    5.52    0.00    0.00    0.98    0.00    0.00    0.00   93.51
00:44:34     all    0.00    0.00    5.74    0.00    0.00    0.88    0.00    0.00    0.00   93.38
00:44:35     all    0.00    0.00    5.35    0.00    0.00    0.95    0.00    0.00    0.00   93.70
00:44:36     all    0.00    0.00    5.60    0.00    0.00    0.82    0.00    0.00    0.00   93.57
00:44:37     all    0.00    0.00    6.34    0.00    0.00    1.49    0.00    0.00    0.00   92.17
00:44:38     all    0.00    0.00    6.60    0.00    0.00    0.99    0.00    0.00    0.00   92.42
00:44:39     all    0.00    0.00    6.52    0.00    0.00    0.83    0.00    0.00    0.00   92.66
00:44:40     all    0.06    0.00    6.88    0.00    0.00    0.79    0.00    0.00    0.00   92.26
00:44:41     all    0.00    0.00    6.97    0.00    0.00    1.14    0.00    0.00    0.00   91.89
00:44:42     all    0.00    0.00    7.38    0.00    0.00    1.17    0.00    0.00    0.00   91.46
00:44:43     all    0.00    0.00    6.91    0.00    0.00    1.02    0.00    0.00    0.00   92.07
00:44:44     all    0.00    0.00    7.59    0.00    0.00    0.98    0.00    0.00    0.00   91.43
