Linux 4.20.0+ (eternitystorage) 	01/14/24 	_x86_64_	(32 CPU)

02:35:00     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:35:01     all    0.28    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.00   99.66
02:35:02     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:35:03     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:35:04     all    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.97
02:35:05     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:35:06     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:35:07     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:35:08     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:35:09     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:35:10     all    0.06    0.03    0.06    0.00    0.00    0.00    0.00    0.00    0.00   99.84
02:35:11     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
02:35:12     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:35:13     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
02:35:14     all    0.03    0.00    0.22    0.00    0.00    0.00    0.00    0.00    0.00   99.75
02:35:15     all    0.00    0.00    0.88    0.00    0.00    0.00    0.00    0.00    0.00   99.12
02:35:16     all    0.03    0.00    1.54    0.00    0.00    0.03    0.00    0.00    0.00   98.40
02:35:17     all    0.00    0.00    2.17    0.00    0.00    0.13    0.00    0.00    0.00   97.70
02:35:18     all    0.00    0.03    2.26    0.00    0.00    0.13    0.00    0.00    0.00   97.58
02:35:19     all    0.00    0.00    2.20    0.00    0.00    0.09    0.00    0.00    0.00   97.70
02:35:20     all    0.06    0.00    2.33    0.00    0.00    0.09    0.00    0.00    0.00   97.51
02:35:21     all    0.00    0.00    2.30    0.00    0.00    0.09    0.00    0.00    0.00   97.61
02:35:22     all    0.00    0.00    2.36    0.00    0.00    0.19    0.00    0.00    0.00   97.46
02:35:23     all    0.00    0.00    2.20    0.00    0.00    0.16    0.00    0.00    0.00   97.64
02:35:24     all    0.03    0.00    2.27    0.00    0.00    0.09    0.00    0.00    0.00   97.61
02:35:25     all    0.00    0.00    2.17    0.00    0.00    0.16    0.00    0.00    0.00   97.67
02:35:26     all    0.00    0.00    1.92    0.00    0.00    0.16    0.00    0.00    0.00   97.92
02:35:27     all    0.00    0.00    2.20    0.00    0.00    0.09    0.00    0.00    0.00   97.70
02:35:28     all    0.03    0.00    2.51    0.00    0.00    0.13    0.00    0.00    0.00   97.34
02:35:29     all    0.00    0.03    2.08    0.00    0.00    0.22    0.00    0.00    0.00   97.67
