Linux 4.20.0+ (eternitystorage) 	01/14/24 	_x86_64_	(32 CPU)

03:17:26     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:17:27     all    0.00    0.00    0.16    1.34    0.00    0.00    0.00    0.00    0.00   98.50
03:17:28     all    0.00    0.00    0.06    2.22    0.00    0.00    0.00    0.00    0.00   97.72
03:17:29     all    0.00    0.00    0.09    1.19    0.00    0.00    0.00    0.00    0.00   98.72
03:17:30     all    0.06    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00   99.84
03:17:31     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:17:32     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
03:17:33     all    0.00    0.00    0.66    0.00    0.00    0.19    0.00    0.00    0.00   99.15
03:17:34     all    0.00    0.00    3.45    0.00    0.00    0.95    0.00    0.00    0.00   95.61
03:17:35     all    0.00    0.00    3.66    0.00    0.00    0.41    0.00    0.00    0.00   95.93
03:17:36     all    0.00    0.00    3.79    0.00    0.00    0.60    0.00    0.00    0.00   95.61
03:17:37     all    0.03    0.00    3.30    0.00    0.00    0.53    0.00    0.00    0.00   96.13
03:17:38     all    0.00    0.00    2.78    0.00    0.00    0.47    0.00    0.00    0.00   96.75
03:17:39     all    0.00    0.00    3.42    0.00    0.00    0.56    0.00    0.00    0.00   96.02
03:17:40     all    0.09    0.00    3.09    0.00    0.00    0.41    0.00    0.00    0.00   96.40
03:17:41     all    0.03    0.00    3.12    0.00    0.00    0.41    0.00    0.00    0.00   96.44
03:17:42     all    0.00    0.00    3.27    0.00    0.00    0.44    0.00    0.00    0.00   96.29
03:17:43     all    0.00    0.00    2.93    0.00    0.00    0.44    0.00    0.00    0.00   96.63
03:17:44     all    0.00    0.00    3.65    0.00    0.00    0.44    0.00    0.00    0.00   95.91
03:17:45     all    0.00    0.00    3.34    0.00    0.00    0.60    0.00    0.00    0.00   96.06
03:17:46     all    0.00    0.00    3.33    0.00    0.00    0.44    0.00    0.00    0.00   96.23
03:17:47     all    0.03    0.00    3.46    0.00    0.00    0.53    0.00    0.00    0.00   95.97
03:17:48     all    0.00    0.00    3.24    0.00    0.00    0.54    0.00    0.00    0.00   96.22
03:17:49     all    0.00    0.00    3.03    0.06    0.00    0.44    0.00    0.00    0.00   96.47
03:17:50     all    0.06    0.00    3.43    2.61    0.00    0.66    0.00    0.00    0.00   93.23
03:17:51     all    0.00    0.00    3.10    2.78    0.00    0.69    0.00    0.00    0.00   93.43
03:17:52     all    0.00    0.00    3.34    3.06    0.00    0.44    0.00    0.00    0.00   93.17
03:17:53     all    0.00    0.00    2.98    3.01    0.00    0.44    0.00    0.00    0.00   93.57
03:17:54     all    0.00    0.00    3.09    2.27    0.00    0.54    0.00    0.00    0.00   94.10
03:17:55     all    0.00    0.00    3.55    1.95    0.00    0.53    0.00    0.00    0.00   93.96
03:17:56     all    0.00    0.00    3.82    2.63    0.00    0.50    0.00    0.00    0.00   93.04
03:17:57     all    0.00    0.00    3.57    2.73    0.00    0.56    0.00    0.00    0.00   93.14
03:17:58     all    0.00    0.00    2.97    2.91    0.00    0.63    0.00    0.00    0.00   93.49
03:17:59     all    0.00    0.00    3.15    3.09    0.00    0.57    0.00    0.00    0.00   93.20
03:18:00     all    0.38    0.00    3.05    2.36    0.00    0.60    0.00    0.00    0.00   93.62
03:18:01     all    0.00    0.00    2.73    2.86    0.00    0.47    0.00    0.00    0.00   93.93
03:18:02     all    0.00    0.00    2.46    2.93    0.00    0.31    0.00    0.00    0.00   94.30
03:18:03     all    0.00    0.00    2.67    2.89    0.00    0.57    0.00    0.00    0.00   93.87
03:18:04     all    0.03    0.00    2.49    3.09    0.00    0.31    0.00    0.00    0.00   94.08
03:18:05     all    0.00    0.00    2.96    3.08    0.00    0.41    0.00    0.00    0.00   93.55
03:18:06     all    0.00    0.00    2.73    3.05    0.00    0.44    0.00    0.00    0.00   93.78
03:18:07     all    0.03    0.00    2.49    3.09    0.00    0.41    0.00    0.00    0.00   93.98
03:18:08     all    0.00    0.00    2.49    3.09    0.00    0.25    0.00    0.00    0.00   94.18
03:18:09     all    0.03    0.00    2.05    1.86    0.00    0.38    0.00    0.00    0.00   95.69
03:18:10     all    0.09    0.00    2.61    0.00    0.00    0.38    0.00    0.00    0.00   96.92
03:18:11     all    0.00    0.00    2.36    0.00    0.00    0.28    0.00    0.00    0.00   97.36
03:18:12     all    0.00    0.00    2.83    0.00    0.00    0.41    0.00    0.00    0.00   96.77
03:18:13     all    0.00    0.00    2.55    0.00    0.00    0.25    0.00    0.00    0.00   97.20
03:18:14     all    0.00    0.00    2.48    0.00    0.00    0.47    0.00    0.00    0.00   97.05
03:18:15     all    0.00    0.00    2.70    0.00    0.00    0.28    0.00    0.00    0.00   97.01
03:18:16     all    0.00    0.00    2.76    0.00    0.00    0.44    0.00    0.00    0.00   96.80
03:18:17     all    0.00    0.00    2.05    0.00    0.00    0.44    0.00    0.00    0.00   97.51
03:18:18     all    0.06    0.00    2.48    0.00    0.00    0.38    0.00    0.00    0.00   97.08
03:18:19     all    0.00    0.00    2.58    0.00    0.00    0.57    0.00    0.00    0.00   96.86
03:18:20     all    0.06    0.00    2.58    0.00    0.00    0.38    0.00    0.00    0.00   96.98
03:18:21     all    0.00    0.00    2.54    0.00    0.00    0.44    0.00    0.00    0.00   97.02
03:18:22     all    0.00    0.00    2.61    0.00    0.00    0.35    0.00    0.00    0.00   97.04
03:18:23     all    0.00    0.00    2.70    0.00    0.00    0.44    0.00    0.00    0.00   96.87
03:18:24     all    0.00    0.00    2.58    0.00    0.00    0.35    0.00    0.00    0.00   97.08
03:18:25     all    0.00    0.00    2.55    0.00    0.00    0.32    0.00    0.00    0.00   97.13
03:18:26     all    0.00    0.00    2.64    0.00    0.00    0.35    0.00    0.00    0.00   97.01
03:18:27     all    0.00    0.00    2.80    0.00    0.00    0.41    0.00    0.00    0.00   96.79
03:18:28     all    0.03    0.00    2.52    0.00    0.00    0.41    0.00    0.00    0.00   97.04
03:18:29     all    0.00    0.00    2.89    0.00    0.00    0.57    0.00    0.00    0.00   96.54
03:18:30     all    0.06    0.00    2.54    0.00    0.00    0.31    0.00    0.00    0.00   97.08
03:18:31     all    0.00    0.00    0.38    0.00    0.00    0.09    0.00    0.00    0.00   99.53
03:18:32     all    0.00    0.00    0.47    0.00    0.00    0.00    0.00    0.00    0.00   99.53
03:18:33     all    0.00    0.00    0.38    0.00    0.00    0.06    0.00    0.00    0.00   99.56
03:18:34     all    0.00    0.00    0.34    0.00    0.00    0.06    0.00    0.00    0.00   99.59
03:18:35     all    0.00    0.00    0.19    0.00    0.00    0.00    0.00    0.00    0.00   99.81
03:18:36     all    0.00    0.00    0.41    0.00    0.00    0.09    0.00    0.00    0.00   99.50
03:18:37     all    0.00    0.00    0.41    0.00    0.00    0.03    0.00    0.00    0.00   99.56
03:18:38     all    0.00    0.00    0.31    0.00    0.00    0.03    0.00    0.00    0.00   99.66
03:18:39     all    0.00    0.00    0.34    0.00    0.00    0.03    0.00    0.00    0.00   99.62
03:18:40     all    0.09    0.00    0.41    0.00    0.00    0.03    0.00    0.00    0.00   99.47
03:18:41     all    0.00    0.00    0.34    0.00    0.00    0.03    0.00    0.00    0.00   99.62
03:18:42     all    0.00    0.00    0.38    0.00    0.00    0.06    0.00    0.00    0.00   99.56
03:18:43     all    0.00    0.00    0.34    0.00    0.00    0.03    0.00    0.00    0.00   99.62
03:18:44     all    0.00    0.00    0.53    0.00    0.00    0.03    0.00    0.00    0.00   99.44
03:18:45     all    0.00    0.00    0.38    0.00    0.00    0.00    0.00    0.00    0.00   99.62
03:18:46     all    0.03    0.00    0.34    0.00    0.00    0.03    0.00    0.00    0.00   99.59
03:18:47     all    0.00    0.00    0.44    0.00    0.00    0.06    0.00    0.00    0.00   99.50
03:18:48     all    0.00    0.00    0.44    0.00    0.00    0.03    0.00    0.00    0.00   99.53
03:18:49     all    0.00    0.00    0.47    0.00    0.00    0.03    0.00    0.00    0.00   99.50
03:18:50     all    0.09    0.00    0.47    0.00    0.00    0.06    0.00    0.00    0.00   99.37
03:18:51     all    0.00    0.00    0.25    0.00    0.00    0.06    0.00    0.00    0.00   99.69
03:18:52     all    0.00    0.00    0.53    0.00    0.00    0.09    0.00    0.00    0.00   99.38
03:18:53     all    0.00    0.00    0.34    0.00    0.00    0.06    0.00    0.00    0.00   99.59
03:18:54     all    0.00    0.00    0.50    0.00    0.00    0.06    0.00    0.00    0.00   99.44
03:18:55     all    0.00    0.00    0.38    0.00    0.00    0.06    0.00    0.00    0.00   99.56
03:18:56     all    0.00    0.00    0.28    0.00    0.00    0.06    0.00    0.00    0.00   99.66
03:18:57     all    0.00    0.00    0.41    0.00    0.00    0.00    0.00    0.00    0.00   99.59
03:18:58     all    0.00    0.00    0.47    0.00    0.00    0.03    0.00    0.00    0.00   99.50
03:18:59     all    0.00    0.00    0.38    0.00    0.00    0.03    0.00    0.00    0.00   99.59
03:19:00     all    0.38    0.00    0.56    0.00    0.00    0.06    0.00    0.00    0.00   99.00
03:19:01     all    0.00    0.00    0.47    0.00    0.00    0.06    0.00    0.00    0.00   99.47
03:19:02     all    0.00    0.00    0.41    0.00    0.00    0.06    0.00    0.00    0.00   99.53
03:19:03     all    0.00    0.00    0.28    0.00    0.00    0.03    0.00    0.00    0.00   99.69
03:19:04     all    0.00    0.00    0.47    0.00    0.00    0.03    0.00    0.00    0.00   99.50
03:19:05     all    0.00    0.00    0.25    0.00    0.00    0.09    0.00    0.00    0.00   99.66
03:19:06     all    0.00    0.00    0.38    0.00    0.00    0.03    0.00    0.00    0.00   99.59
03:19:07     all    0.03    0.00    0.38    0.00    0.00    0.03    0.00    0.00    0.00   99.56
03:19:08     all    0.00    0.00    0.34    0.00    0.00    0.00    0.00    0.00    0.00   99.66
03:19:09     all    0.00    0.00    0.44    0.00    0.00    0.03    0.00    0.00    0.00   99.53
03:19:10     all    0.09    0.00    0.38    0.00    0.00    0.06    0.00    0.00    0.00   99.47
03:19:11     all    0.00    0.00    0.41    0.00    0.00    0.06    0.00    0.00    0.00   99.53
03:19:12     all    0.00    0.00    0.34    0.00    0.00    0.06    0.00    0.00    0.00   99.59
03:19:13     all    0.22    0.00    0.25    0.00    0.00    0.13    0.00    0.00    0.00   99.41
03:19:14     all    0.00    0.00    0.34    0.00    0.00    0.00    0.00    0.00    0.00   99.66
03:19:15     all    0.00    0.00    0.38    0.00    0.00    0.06    0.00    0.00    0.00   99.56
03:19:16     all    0.00    0.00    0.28    0.00    0.00    0.06    0.00    0.00    0.00   99.66
03:19:17     all    0.03    0.00    0.34    0.00    0.00    0.06    0.00    0.00    0.00   99.56
03:19:18     all    0.00    0.00    0.34    0.00    0.00    0.00    0.00    0.00    0.00   99.66
03:19:19     all    0.00    0.00    0.47    0.00    0.00    0.03    0.00    0.00    0.00   99.50
03:19:20     all    0.09    0.00    0.44    0.00    0.00    0.03    0.00    0.00    0.00   99.44
03:19:21     all    0.00    0.00    0.34    0.00    0.00    0.06    0.00    0.00    0.00   99.59
