Linux 4.20.0+ (eternitystorage) 	01/14/24 	_x86_64_	(32 CPU)

04:28:48     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:28:49     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:28:50     all    0.09    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00   99.81
04:28:51     all    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.97
04:28:52     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:28:53     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:28:54     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
04:28:55     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:28:56     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:28:57     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
04:28:58     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:28:59     all    0.03    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.97
04:29:00     all    0.44    0.00    0.19    0.00    0.00    0.00    0.00    0.00    0.00   99.37
04:29:01     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:02     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:03     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
04:29:04     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
04:29:05     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:06     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:07     all    0.03    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.00   99.91
04:29:08     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:09     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
04:29:10     all    0.09    0.00    0.06    0.00    0.00    0.00    0.00    0.00    0.00   99.84
04:29:11     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:12     all    0.00    0.00    0.44    0.00    0.00    0.00    0.00    0.00    0.00   99.56
04:29:13     all    0.00    0.00    0.13    0.00    0.00    0.03    0.00    0.00    0.00   99.84
04:29:14     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:15     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:16     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:17     all    0.06    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.91
04:29:18     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:19     all    0.00    0.00    0.09    0.00    0.00    0.00    0.00    0.00    0.00   99.91
04:29:20     all    0.09    0.00    0.34    0.00    0.00    0.00    0.00    0.00    0.00   99.56
04:29:21     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:22     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:23     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:24     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:25     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:26     all    0.00    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.97
04:29:27     all    0.03    0.00    0.03    0.00    0.00    0.00    0.00    0.00    0.00   99.94
04:29:28     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:29:29     all    0.00    0.00    0.16    0.00    0.00    0.03    0.00    0.00    0.00   99.81
04:29:30     all    0.09    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.40
04:29:31     all    0.00    0.00    0.72    0.00    0.00    0.00    0.00    0.00    0.00   99.28
04:29:32     all    0.00    0.00    0.66    0.00    0.00    0.00    0.00    0.00    0.00   99.34
04:29:33     all    0.00    0.00    0.59    0.00    0.00    0.00    0.00    0.00    0.00   99.41
04:29:34     all    0.00    0.00    0.69    0.00    0.00    0.00    0.00    0.00    0.00   99.31
04:29:35     all    0.00    0.00    0.63    0.00    0.00    0.03    0.00    0.00    0.00   99.34
04:29:36     all    0.00    0.00    0.63    0.00    0.00    0.00    0.00    0.00    0.00   99.37
04:29:37     all    0.00    0.00    1.25    0.00    0.00    0.03    0.00    0.00    0.00   98.72
04:29:38     all    0.00    0.00    1.25    0.00    0.00    0.00    0.00    0.00    0.00   98.75
04:29:39     all    0.00    0.00    1.16    0.00    0.00    0.03    0.00    0.00    0.00   98.81
04:29:40     all    0.09    0.00    1.22    0.00    0.00    0.03    0.00    0.00    0.00   98.65
04:29:41     all    0.00    0.00    1.07    0.00    0.00    0.00    0.00    0.00    0.00   98.93
04:29:42     all    0.00    0.00    1.25    0.00    0.00    0.03    0.00    0.00    0.00   98.72
04:29:43     all    0.00    0.00    0.97    0.00    0.00    0.03    0.00    0.00    0.00   98.99
04:29:44     all    0.00    0.00    1.31    0.00    0.00    0.00    0.00    0.00    0.00   98.69
04:29:45     all    0.00    0.00    1.47    0.00    0.00    0.03    0.00    0.00    0.00   98.50
04:29:46     all    0.00    0.00    1.28    0.00    0.00    0.00    0.00    0.00    0.00   98.72
04:29:47     all    0.03    0.00    1.25    0.00    0.00    0.03    0.00    0.00    0.00   98.68
04:29:48     all    0.00    0.00    1.25    0.00    0.00    0.03    0.00    0.00    0.00   98.72
04:29:49     all    0.00    0.00    1.22    0.00    0.00    0.00    0.00    0.00    0.00   98.78
04:29:50     all    0.09    0.00    1.41    0.00    0.00    0.00    0.00    0.00    0.00   98.50
04:29:51     all    0.25    0.00    1.28    0.00    0.00    0.03    0.00    0.00    0.00   98.43
04:29:52     all    0.00    0.00    1.32    0.00    0.00    0.00    0.00    0.00    0.00   98.68
04:29:53     all    0.00    0.00    1.13    0.00    0.00    0.03    0.00    0.00    0.00   98.84
04:29:54     all    0.00    0.00    1.35    0.00    0.00    0.03    0.00    0.00    0.00   98.62
04:29:55     all    0.00    0.00    1.13    0.00    0.00    0.00    0.00    0.00    0.00   98.87
04:29:56     all    0.00    0.00    1.38    0.00    0.00    0.03    0.00    0.00    0.00   98.59
04:29:57     all    0.03    0.00    1.47    0.00    0.00    0.03    0.00    0.00    0.00   98.47
